WorkerId,AssignmentId,Approved?,attribute,answers,,,,,,,,,,,,,,,,,,,
AMX5R6NLYNA2K,3JPSL1DZ5TIHYTMJALDQXR4MZNTANX,approved,importance_1:07:00::,inconsequential : 0,indifferent : 0,little : 0,unimportant : 0,great : 1,lightweight : 1,measurable : 11,strategic : 11,big : 19,distinguished : 19,heavy : 19,serious : 19,alpha : 20,central : 20,chief : 20,essential : 20,grand : 20,historic : 20,important : 20,
A7SM0NS3IFW96,374TNBHA8CE3X8XE6JJN47HY7OHYQE,approved,importance_1:07:00::,alpha : 0,central : 0,essential : 0,historic : 0,inconsequential : 0,little : 0,great : 1,lightweight : 1,strategic : 1,grand : 19,important : 19,indifferent : 19,measurable : 19,serious : 19,big : 20,burning : 20,chief : 20,distinguished : 20,heavy : 20,unimportant : 20
AX45LNCXBTU9P,3VAR3R6G1QKLXQTGE2TPGPYWZ8QO8C,approved,directness_1:07:00::,diversionary : 0,indirect : 0,askance : 1,nonstop : 1,winding : 1,roundabout : 2,door-to-door : 11,point-blank : 19,through : 19,direct : 20,straightforward : 20,undeviating : 20,,,,,,,,
A1A6DUWWGNEE4W,3CN4LGXD5Y7W83AG8MCA14GTBWY4Y1,approved,directness_1:07:00::,indirect : 0,roundabout : 1,diversionary : 2,askance : 3,winding : 7,door-to-door : 9,through : 16,straightforward : 18,nonstop : 19,undeviating : 19,direct : 20,point-blank : 20,,,,,,,,
A03922113RU44GENR8ATX,30IQTZXKALPQ9A25KP366NJ7SEP0XC,approved,directness_1:07:00::,diversionary : 0,indirect : 0,roundabout : 0,winding : 1,askance : 2,point-blank : 19,through : 19,direct : 20,nonstop : 20,straightforward : 20,undeviating : 20,,,,,,,,,
A2XFO0X6RCS98M,3D4CH1LGEBCXJIVSVBMVBCK5SSLG9A,approved,substantiality_1:07:00::,shadowy : 3,unreal : 3,aerial : 6,stringy : 6,real : 17,,,,,,,,,,,,,,,
AGFYWCPRQIB6O,3RWE2M8QWITLXGO1IJGX8LS9Q080NL,approved,substantiality_1:07:00::,aerial : 1,unreal : 1,shadowy : 5,stringy : 5,real : 19,,,,,,,,,,,,,,,
A3454T4PU9GJM0,3M0BCWMB8WFC4X0P8049OL1JAGGWB1,approved,substantiality_1:07:00::,unreal : 0,shadowy : 5,stringy : 7,real : 19,,,,,,,,,,,,,,,,
A2XFO0X6RCS98M,3C44YUNSI28FZL18AAHKRHHNK4IDPN,approved,intrusiveness_1:07:00::,not_intrusive : 1,busy : 11,encroaching : 11,intrusive : 15,,,,,,,,,,,,,,,,
A03922113RU44GENR8ATX,34FNN24DCNSE4MEGMRVK6WM7BSN5Y1,approved,intrusiveness_1:07:00::,not_intrusive : 0,encroaching : 18,intrusive : 20,,,,,,,,,,,,,,,,,
A2XFO0X6RCS98M,3QAVNHZ3ENNRATJYY8XBKZ0XURPLA0,approved,diverseness_1:07:00::,unvarying : 2,miscellaneous : 18,varicolored : 18,variform : 18,various : 18,omnifarious : 20,,,,,,,,,,,,,,
A1J8TVICSRC70W,3PWWM24LHTH7QJ4BR4VS9CVTY3128R,approved,diverseness_1:07:00::,unvarying : 3,miscellaneous : 14,varicolored : 14,variform : 14,omnifarious : 16,various : 18,,,,,,,,,,,,,,
A7SM0NS3IFW96,3ZOTGHDK5JU3GA8PS0ZUXGYXB35OSM,approved,diverseness_1:07:00::,omnifarious : 0,unvarying : 0,miscellaneous : 1,varicolored : 20,variform : 20,various : 20,,,,,,,,,,,,,,
A2XFO0X6RCS98M,35DR22AR5E3MQ2123CLP8LHEVQ43X5,approved,abstemiousness_1:07:00::,abstemious : 16,austere : 16,abstentious : 19,,,,,,,,,,,,,,,,,
A1LOD3LNX7FUPJ,31QTRG6Q2UWIXWWZ664Y42RO2SVPYE,approved,abstemiousness_1:07:00::,austere : 6,abstemious : 14,abstentious : 20,,,,,,,,,,,,,,,,,
A3T8J0PN3DLSTM,3OSWBBLG1FGK8U3ZW1R1LU3QM4XXD3,approved,abstemiousness_1:07:00::,austere : 12,abstentious : 19,abstemious : 20,,,,,,,,,,,,,,,,,
A1V0NUMA2VA07M,35GMH2SV3F026R37R5FP8ZUIABSOEF,approved,gluttony_1:07:00::,ravenous : 1,greedy : 12,overgreedy : 13,hoggish : 19,gluttonous : 20,,,,,,,,,,,,,,,
A2XFO0X6RCS98M,3IJXV6UZ1Y2HJ9X9FGMKN9XFDSNRI6,approved,gluttony_1:07:00::,crapulent : 19,gluttonous : 20,greedy : 20,hoggish : 20,overgreedy : 20,ravenous : 20,,,,,,,,,,,,,,
A291KO368YRYCR,32SVAV9L3GSAUPT9S2TBOD6GU5Z3A5,approved,gluttony_1:07:00::,greedy : 17,overgreedy : 18,ravenous : 18,hoggish : 19,gluttonous : 20,,,,,,,,,,,,,,,
A1J8TVICSRC70W,3KKG4CDWKJHH72280AKU2NN22NE94I,approved,financial_condition,needy : 1,pinched : 1,poor : 1,broke : 4,moneyless : 4,unprovided_for : 4,easy : 17,loaded : 20,rich : 20,,,,,,,,,,,
A3T8J0PN3DLSTM,3NJM2BJS4XP5UTVUAEM97BZ5Z59CPR,approved,financial_condition,broke : 0,moneyless : 0,needy : 0,unprovided_for : 0,pinched : 1,poor : 1,rich : 19,loaded : 20,,,,,,,,,,,,
A2MZMONB3L1JH0,3T111IHZ5F9O8846BMG7AGYCU20R9N,approved,degree_1:07:00::,last : 1,low : 1,terrible : 1,down : 2,soft : 2,reduced : 3,cold : 7,wild : 12,concentrated : 17,advanced : 18,deep : 18,intense : 18,main : 18,strong : 18,violent : 18,big : 19,high : 19,extreme : 20,full : 20,
A61GHYNS1DFT7,3TPWUS5F8AKVE2SVM004Z571S2ICWS,approved,degree_1:07:00::,last : 2,low : 2,cold : 4,soft : 4,down : 6,reduced : 7,graduate : 10,main : 12,high : 14,big : 15,full : 15,strong : 15,advanced : 16,wild : 16,deep : 17,terrible : 17,concentrated : 18,extreme : 18,intense : 18,violent : 18
AB98SGS280TY5,3LBXNTKX0SE854QIKLMZZYK0VIE9XS,approved,popularity_1:07:00::,unpopular : 0,less-traveled : 1,popular : 15,best-selling : 16,touristed : 17,hot : 18,favorite : 19,fashionable : 20,,,,,,,,,,,,
A2XFO0X6RCS98M,3OWEPKL08AVZFROL3I16N02WYEKN7E,approved,popularity_1:07:00::,unpopular : 0,less-traveled : 1,popular : 19,touristed : 19,best-selling : 20,fashionable : 20,favorite : 20,hot : 20,,,,,,,,,,,,
A1LOD3LNX7FUPJ,32AT8R96GMSYTFSMOMB3WMQMTOQUS0,approved,popularity_1:07:00::,unpopular : 0,best-selling : 4,touristed : 13,less-traveled : 15,fashionable : 17,favorite : 20,hot : 20,popular : 20,,,,,,,,,,,,
A2XFO0X6RCS98M,34YB12FSQZ7CQ2EMKKQ0GYQPSRTMGG,approved,familiarity_1:07:01::,unfamiliar : 0,strange : 1,unacquainted : 1,beaten : 17,old : 17,acquainted : 19,familiar : 19,well-known : 19,,,,,,,,,,,,
A23WHSJ0I16TNN,37Z929RLGARJT2DXOHLTRQ4KAAKST8,approved,familiarity_1:07:01::,strange : 0,unfamiliar : 0,unacquainted : 4,beaten : 11,acquainted : 14,old : 17,familiar : 19,well-known : 20,,,,,,,,,,,,
A1LOD3LNX7FUPJ,3WYP994K18AANQEURA5PY2077O76YT,approved,familiarity_1:07:01::,strange : 1,beaten : 3,unfamiliar : 4,unacquainted : 8,acquainted : 14,old : 16,familiar : 20,well-known : 20,,,,,,,,,,,,
A3542PB4Z0NE80,3TPWUS5F8AKVE2SVM004Z571S1ACWI,approved,obedience_1:07:00::,disobedient : 0,contrary : 3,recusant : 4,recalcitrant : 11,conformable : 14,acquiescent : 16,willful : 17,duteous : 18,obedient : 20,,,,,,,,,,,
A7SM0NS3IFW96,34Z02EIMITWJSTTLFF29HKY1FJ30TX,approved,obedience_1:07:00::,conformable : 0,contrary : 0,recusant : 0,disobedient : 1,duteous : 1,willful : 1,obedient : 19,y2k_compliant : 19,acquiescent : 20,recalcitrant : 20,,,,,,,,,,
A3KOEOCIY5LUB,3AWETUDC93BQL0J0PXGX9CZEM83ZI2,approved,likelihood_1:07:00::,last : 0,outside : 0,farfetched : 1,unlikely : 2,promising : 18,apt : 19,likely : 19,probable : 19,,,,,,,,,,,,
A3V1VK1A3NYN17,3EWIJTFFVPQH3ABOPKDEIYY0C9H0E8,approved,likelihood_1:07:00::,farfetched : 0,last : 0,outside : 1,unlikely : 1,apt : 19,likely : 19,probable : 20,promising : 20,,,,,,,,,,,,
A2XFO0X6RCS98M,3W2LOLRXLCY8P4NXFJ7W0PCS5VBKR7,approved,likelihood_1:07:00::,last : 0,unlikely : 0,farfetched : 1,outside : 1,apt : 17,likely : 19,probable : 19,promising : 19,,,,,,,,,,,,
A1J8TVICSRC70W,3LO69W1SU4WSKKW1K8PLGLB0SM3GL8,approved,ancestry_1:07:00::,crossbred : 7,half-breed : 7,bigeneric : 9,underbred : 12,hybrid : 13,blooded : 18,pedigree : 18,purebred : 19,,,,,,,,,,,,
AMX5R6NLYNA2K,3A1COHJ8NKEB597TAPYZWG1VNNK8HI,approved,ancestry_1:07:00::,crossbred : 0,half-breed : 0,hybrid : 0,bigeneric : 1,blooded : 1,underbred : 1,pedigree : 20,purebred : 20,,,,,,,,,,,,
A03922113RU44GENR8ATX,3RU7GD8VPPCL1AKQ70C9MG3NL7YSP2,approved,ancestry_1:07:00::,crossbred : 0,half-breed : 0,underbred : 0,hybrid : 1,pedigree : 20,purebred : 20,,,,,,,,,,,,,,
A3T8J0PN3DLSTM,3R6P78PK7LUG3X46THRC2CLHMZRGTD,approved,completeness_1:26:00::,broken : 0,incomplete : 0,partial : 0,rudimentary : 0,half : 10,neither : 10,good : 15,absolute : 19,full-blown : 19,sound : 19,complete : 20,full : 20,self-contained : 20,thorough : 20,,,,,,
A3GLMBZSG3VU4P,3KJYX6QCMAU57RYW6ICU071IBCNJVZ,approved,completeness_1:26:00::,broken : 0,hearty : 0,incomplete : 0,sound : 0,rudimentary : 1,half : 8,partial : 8,self-contained : 12,full-clad : 16,thorough : 16,clean : 17,absolute : 19,full-blown : 19,all : 20,all-out : 20,complete : 20,full : 20,,,
AMX5R6NLYNA2K,3S96KQ6I9NNDRDUFRRQ4WRIK97BTDG,approved,completeness_1:26:00::,incomplete : 0,partial : 0,rudimentary : 0,broken : 1,dead : 7,half : 10,clean : 13,full-blown : 19,full-clad : 19,hearty : 19,thorough : 19,absolute : 20,all : 20,all-out : 20,complete : 20,full : 20,good : 20,neither : 20,,
A3GLMBZSG3VU4P,3FTF2T8WLS1TG4LSAGQDXF6TMHFW9V,approved,significance_1:07:00::,inappreciable : 0,trivial : 0,unimportant : 0,operative : 1,thin : 1,light : 6,evidential : 14,large : 14,prodigious : 15,remarkable : 16,momentous : 17,fundamental : 19,monumental : 19,epoch-making : 20,important : 20,world-shaking : 20,,,,
AMX5R6NLYNA2K,3DY46V3X3Q1G2Y4WBPQNVZOEGOT55X,approved,significance_1:07:00::,inappreciable : 0,trivial : 0,unimportant : 0,operative : 1,light : 2,thin : 2,large : 18,evidential : 19,monumental : 19,epoch-making : 20,fundamental : 20,important : 20,momentous : 20,prodigious : 20,remarkable : 20,world-shaking : 20,,,,
A61GHYNS1DFT7,3OWEPKL08AVZFROL3I16N02WYFN7N3,approved,significance_1:07:00::,unimportant : 1,trivial : 3,light : 5,inappreciable : 7,evidential : 11,large : 13,important : 15,operative : 15,probative : 15,prodigious : 17,remarkable : 17,fundamental : 18,momentous : 18,monumental : 18,epoch-making : 20,world-shaking : 20,,,,
A1V0L5FYLMAHTG,31QNSG6A5SCECK1HXGCN53C19JG876,approved,activeness_1:07:00::,desk-bound : 0,dormant : 0,sedentary : 0,inactive : 1,on_the_go : 1,overactive : 1,athletic : 17,hypoactive : 17,hands-on : 18,quick : 18,sporty : 18,active : 19,proactive : 19,inert : 20,,,,,,
A29RBRL117PYX0,35BLDD71I7GV7630O4FGO1P8UAZVZV,approved,activeness_1:07:00::,desk-bound : 1,inactive : 1,inert : 2,sedentary : 2,hands-on : 16,on_the_go : 17,quick : 17,sporty : 17,athletic : 18,dormant : 18,hot : 18,active : 19,hypoactive : 19,proactive : 19,overactive : 20,,,,,
AS3M818NX9EAI,3E337GFOLARI8KZMWL50TDFPXH4GNB,approved,activeness_1:07:00::,dormant : 0,inactive : 0,desk-bound : 1,sedentary : 1,about : 10,hot : 10,athletic : 19,hands-on : 19,on_the_go : 19,proactive : 19,active : 20,hypoactive : 20,inert : 20,overactive : 20,quick : 20,sporty : 20,,,,
A3454T4PU9GJM0,3EWIJTFFVPQH3ABOPKDEIYY0C8D0E2,approved,political_orientation,socialized : 13,traditionalist : 16,civil-libertarian : 19,neoliberal : 19,progressive : 19,ultraconservative : 19,welfare-statist : 19,,,,,,,,,,,,,
A7SM0NS3IFW96,3Z9WI9EOZ07V0A9UJEV2MLAMIMCHK6,approved,political_orientation,buttoned-up : 0,liberal : 0,socialized : 0,fusty : 1,neoliberal : 2,civil-libertarian : 18,conservative : 18,progressive : 19,ultraconservative : 19,blimpish : 20,traditionalist : 20,welfare-statist : 20,,,,,,,,
A3RS7UCO7CQ74R,3A1COHJ8NKEB597TAPYZWG1VNMIH8N,approved,political_orientation,blimpish : 2,fusty : 4,neoliberal : 15,traditionalist : 15,welfare-statist : 15,conservative : 17,socialized : 17,ultraconservative : 17,civil-libertarian : 19,liberal : 19,progressive : 19,,,,,,,,,
